,age,amenitiesavailable,amenitiesnot,area,balconies,bathroom,bhk,floor,locality,neworold,ownership,price,pricepersquare,status
7985,1 - 2 years,"Power Backup,24 X 7 Security,Landscaped Gardens","Lift Available,Children's play area,Club House,Gymnasium,Swimming Pool,Sports Facility,Jogging Track","1,800 sq ft",2,2,2 BHK Apartment ,"5, ",Koregaon Park,Resale,Freehold,26500000,"₹ 14,722/ sq ft ","Ready to move,Unfurnished"
7986,5 - 6 years,"Jogging Track,Landscaped Gardens","Lift Available,Power Backup,24 X 7 Security,Children's play area,Club House,Gymnasium,Swimming Pool,Sports Facility","4,595 sq ft",2,5,4 BHK Apartment ,"4, ",Sangamvadi,Resale,Freehold,70000000,"₹ 15,233/ sq ft ","Ready to move,Unfurnished"
7987,10 - 11 years,"Lift Available,Car Parking,Power Backup,24 X 7 Security,Vaastu Compliant,Club House,Gymnasium,Swimming Pool,Jogging Track,Maintenance Staff,Rain Water Harvesting,Staff Quarter,Landscaped Gardens","Children's play area,Sports Facility",700 sq ft,,1,1 BHK Apartment ,"3, ",Viman Nagar,Resale,Freehold,6200000,"₹ 8,857/ sq ft ","Ready to move,Unfurnished"
7988,15 - 16 years,"Power Backup,24 X 7 Security,Landscaped Gardens,BED","Lift Available,Children's play area,Club House,Gymnasium,Swimming Pool,Sports Facility,Jogging Track,AC,Wardrobe,TV,Refrigerator,Sofa,Wifi,Dining Table,Gas connection","3,500 sq ft",1,3,3 BHK Apartment ,5,Koregaon Park,Resale,Freehold,39000000,"₹ 11,142/ sq ft ","Ready to move,Semi-Furnished"
7989,5 - 6 years,"Maintenance Staff,Landscaped Gardens,BED","Lift Available,Power Backup,24 X 7 Security,Children's play area,Club House,Gymnasium,Swimming Pool,Sports Facility,Jogging Track,AC,Wardrobe,TV,Refrigerator,Sofa,Wifi,Dining Table,Gas connection","1,050 sq ft",1,2,2 BHK Apartment ,"4, ",Bund Garden,Resale,Freehold,8000000,"₹ 7,619/ sq ft ","Ready to move,Semi-Furnished"
7990,20 - 21 years,"Club House,Maintenance Staff,Landscaped Gardens,BED","Lift Available,Power Backup,24 X 7 Security,Children's play area,Gymnasium,Swimming Pool,Sports Facility,Jogging Track,AC,Wardrobe,TV,Refrigerator,Sofa,Wifi,Dining Table,Gas connection",550 sq ft,1,1,1 BHK Apartment ,5,Bund Garden,Resale,Freehold,5800000,"₹ 10,545/ sq ft ","Ready to move,Semi-Furnished"
7991,5 - 6 years,"Lift Available,Car Parking,Power Backup,24 X 7 Security,Children's play area,Vaastu Compliant,Club House,Gymnasium,Swimming Pool,Sports Facility,Indoor Games,Jogging Track,Intercom,Rain Water Harvesting,Staff Quarter,Multipurpose Room,Landscaped Gardens,BED","AC,Wardrobe,TV,Refrigerator,Sofa,Wifi,Dining Table,Gas connection","2,400 sq ft",,3,3 BHK Apartment ,1,Kharadi,Resale,Freehold,25000000,"₹ 10,416/ sq ft ","Ready to move,Semi-Furnished"
7992,15 - 16 years,"Lift Available,Car Parking,Power Backup,24 X 7 Security,Children's play area,Vaastu Compliant,Club House,Gymnasium,Swimming Pool,Jogging Track,Intercom,Rain Water Harvesting,Staff Quarter,Landscaped Gardens,BED","Sports Facility,AC,Wardrobe,TV,Refrigerator,Sofa,Wifi,Dining Table,Gas connection",650 sq ft,,1,1 BHK Apartment ,2,Yerawada,Resale,Freehold,5800000,"₹ 8,923/ sq ft ","Ready to move,Semi-Furnished"
7993,2 - 3 years,"Lift Available,Car Parking,Power Backup,24 X 7 Security,Children's play area,Vaastu Compliant,Club House,Gymnasium,Swimming Pool,Sports Facility,Indoor Games,Jogging Track,Maintenance Staff,Intercom,Rain Water Harvesting,Staff Quarter,Multipurpose Room,Landscaped Gardens,Shopping Mall,School,Hospital,ATM,Wifi,Gas connection","AC,Wardrobe,TV,Refrigerator,Sofa,Dining Table,BED","1,180 sq ft",3,2,2 BHK Apartment ,"6, ",Kharadi,Resale,Co-Operative Society,8100000,"₹ 6,864/ sq ft ","Ready to move,Unfurnished"
7994,10 years,"Lift Available,Car Parking,Power Backup,24 X 7 Security,Children's play area,Vaastu Compliant,Club House,Gymnasium,Swimming Pool,Sports Facility,Indoor Games,Jogging Track,Maintenance Staff,Intercom,Rain Water Harvesting,Staff Quarter,Multipurpose Room,Landscaped Gardens,Shopping Mall,School,Hospital,ATM,Wardrobe,TV,Refrigerator,Sofa,Wifi,BED","AC,Dining Table,Gas connection","1,170 sq ft",1,2,2 BHK Apartment ,"1, ",Wakad,Resale,Co-Operative Society,7980000,"₹ 6,820/ sq ft ","Ready to move,Furnished"
7996,4 - 5 years,"Lift Available,Car Parking,Power Backup,24 X 7 Security,Children's play area,Club House,Gymnasium,Swimming Pool,Jogging Track,Maintenance Staff,Rain Water Harvesting,Multipurpose Room,Shopping Mall,School,Hospital,ATM","Sports Facility,Landscaped Gardens","1,721 sq ft",3,3,3 BHK Apartment ,"3, ",Viman Nagar,Resale,Freehold,15500000,"₹ 9,006/ sq ft ","Ready to move,Unfurnished"
7997,7 - 8 years,"Lift Available,Car Parking,Power Backup,24 X 7 Security,Shopping Mall,School,Hospital,ATM,AC,Wardrobe,TV,Refrigerator,Sofa,Washing Machine,Microwave,Dining Table,Gas connection,BED","Children's play area,Club House,Gymnasium,Swimming Pool,Sports Facility,Jogging Track,Landscaped Gardens,Wifi","2,100 sq ft",1,3,3 BHK Apartment ,"10, ",Boat Club Road,Resale,Freehold,29000000,"₹ 13,809/ sq ft ","Ready to move,Furnished"
7998,4 - 5 years,"Lift Available,Car Parking,Power Backup,24 X 7 Security,Children's play area,Vaastu Compliant,Club House,Gymnasium,Swimming Pool,Jogging Track,Maintenance Staff,Intercom,Rain Water Harvesting,Staff Quarter,Shopping Mall,School,Hospital,ATM,AC,Wardrobe,TV,Refrigerator,Sofa,Washing Machine,Microwave,Dining Table,Gas connection,BED","Sports Facility,Landscaped Gardens,Wifi","3,050 sq ft",4,6,4 BHK Apartment ,"3, ",Kalyani Nagar,Resale,Freehold,35000000,"₹ 11,475/ sq ft ","Ready to move,Furnished"
8011,8 years,"Lift Available,Car Parking,Power Backup,24 X 7 Security,Swimming Pool","Children's play area,Club House,Gymnasium,Sports Facility,Jogging Track,Landscaped Gardens","4,500 sq ft",,4,4 BHK Apartment ,"2, ",Sangamvadi,Resale,Freehold,55000000,"₹ 12,222/ sq ft ","Ready to move,Unfurnished"
8012,4 - 5 years,"Car Parking,Wardrobe,BED","Lift Available,Power Backup,24 X 7 Security,Children's play area,Club House,Gymnasium,Swimming Pool,Sports Facility,Jogging Track,Landscaped Gardens,AC,TV,Refrigerator,Sofa,Wifi,Dining Table,Gas connection",635 sq ft,1,1,1 BHK Apartment ,"1, ",Wadgaon Sheri,Resale,Freehold,3800000,"₹ 5,984/ sq ft ","Ready to move,Semi-Furnished"
8014,4 years,"Lift Available,Car Parking,Power Backup,24 X 7 Security,Children's play area,Vaastu Compliant,Club House,Gymnasium,Indoor Games,Jogging Track,Rain Water Harvesting,Landscaped Gardens,Shopping Mall,School,Hospital","Swimming Pool,Sports Facility",750 sq ft,1,2,2 BHK Apartment ,"4, ",Wagholi,Resale,Co-Operative Society,3500000,"₹ 4,666/ sq ft ","Ready to move,Unfurnished"
8015,3 - 4 years,"Lift Available,Car Parking,Power Backup,24 X 7 Security,Children's play area,Vaastu Compliant,Club House,Gymnasium,Swimming Pool,Sports Facility,Indoor Games,Jogging Track,Maintenance Staff,Intercom,Rain Water Harvesting,Multipurpose Room,Landscaped Gardens,Wifi,Gas connection","AC,Wardrobe,TV,Refrigerator,Sofa,Dining Table,BED","1,317 sq ft",,3,3 BHK Apartment ,"6, ",Lohegaon,Resale,Co-Operative Society,7000000,"₹ 5,315/ sq ft ","Ready to move,Unfurnished"
8017,3 - 4 years,"Lift Available,Car Parking,Power Backup,24 X 7 Security,Children's play area,Vaastu Compliant,Club House,Gymnasium,Swimming Pool,Sports Facility,Jogging Track,Cafeteria,Rain Water Harvesting,Staff Quarter,Multipurpose Room,Landscaped Gardens,Shopping Mall,School,Hospital,ATM,BED","AC,Wardrobe,TV,Refrigerator,Sofa,Wifi,Dining Table,Gas connection","4,335 sq ft",,6,4 BHK Apartment ,"3, ",Kharadi,Resale,Freehold,31000000,"₹ 7,151/ sq ft ","Ready to move,Semi-Furnished"
8021,0 - 1 year,"Lift Available,Car Parking,Power Backup,24 X 7 Security,Children's play area,Vaastu Compliant,Club House,Gymnasium,Swimming Pool,Jogging Track,Rain Water Harvesting,Staff Quarter,Landscaped Gardens,Shopping Mall,School,Hospital,ATM",Sports Facility,"1,154 sq ft",1,2,2 BHK Apartment ,"9, ",Mundhwa,New,Freehold,6300000,"₹ 5,459/ sq ft ",Ready to move
8024,3 - 4 years,"Lift Available,Car Parking,Power Backup,24 X 7 Security,Swimming Pool","Children's play area,Club House,Gymnasium,Sports Facility,Jogging Track,Landscaped Gardens","8,210 sq ft",2,5,5 BHK penthouse ,"34, ",Kharadi,Resale,Freehold,80000000,"₹ 9,744/ sq ft ","Ready to move,Unfurnished"
8025,14 - 15 years,"Lift Available,Car Parking,Power Backup,24 X 7 Security","Children's play area,Club House,Gymnasium,Swimming Pool,Sports Facility,Jogging Track,Landscaped Gardens","5,200 sq ft",4,4,4 BHK penthouse ,"9, ",Koregaon Park,Resale,Freehold,47500000,"₹ 9,134/ sq ft ","Ready to move,Unfurnished"
8026,1 - 2 years,"Lift Available,Car Parking,Power Backup,24 X 7 Security,Swimming Pool,Landscaped Gardens","Children's play area,Club House,Gymnasium,Sports Facility,Jogging Track","2,845 sq ft",2,5,3 BHK Apartment ,"1, ",Viman Nagar,Resale,Freehold,24000000,"₹ 8,435/ sq ft ","Ready to move,Unfurnished"
8027,6 - 7 years,"Lift Available,Car Parking,Power Backup,24 X 7 Security,Gymnasium,Swimming Pool,Jogging Track,Intercom,Rain Water Harvesting,Landscaped Gardens,Gas connection","Children's play area,Club House,Sports Facility,AC,Wardrobe,TV,Refrigerator,Sofa,Wifi,Dining Table,BED","1,034 sq ft",,2,2 BHK Apartment ,5,Baner,Resale,Freehold,7000000,"₹ 6,769/ sq ft ","Ready to move,Unfurnished"
8028,2 - 3 years,"Lift Available,Car Parking,Power Backup,24 X 7 Security,Children's play area,Vaastu Compliant,Club House,Gymnasium,Swimming Pool,Jogging Track,Intercom,Rain Water Harvesting,Staff Quarter,Landscaped Gardens,Gas connection","Sports Facility,AC,Wardrobe,TV,Refrigerator,Sofa,Wifi,Dining Table,BED","1,020 sq ft",,2,2 BHK Apartment ,4,Baner,Resale,Freehold,8000000,"₹ 7,843/ sq ft ","Ready to move,Unfurnished"
8029,0 - 1 year,"Lift Available,Car Parking,Power Backup,24 X 7 Security,Children's play area,Vaastu Compliant,Club House,Gymnasium,Swimming Pool,Jogging Track,Intercom,Rain Water Harvesting,Staff Quarter,Landscaped Gardens,Gas connection","Sports Facility,AC,Wardrobe,TV,Refrigerator,Sofa,Wifi,Dining Table,BED","1,113 sq ft",,2,2 BHK Apartment ,7,Sus,Resale,Freehold,6800000,"₹ 6,109/ sq ft ","Ready to move,Unfurnished"
8030,7 - 8 years,"Lift Available,Car Parking,Power Backup,24 X 7 Security,Children's play area,Vaastu Compliant,Club House,Gymnasium,Swimming Pool,Indoor Games,Jogging Track,Maintenance Staff,Intercom,Rain Water Harvesting,Staff Quarter,Landscaped Gardens,Shopping Mall,School,Hospital,ATM,AC,Wardrobe,TV,Refrigerator,Sofa,Washing Machine,Microwave,Dining Table,Gas connection,BED","Sports Facility,Wifi","1,250 sq ft",,2,2 BHK Apartment ,5,Baner,Resale,Freehold,8500000,"₹ 6,800/ sq ft ","Ready to move,Furnished"
8031,6 - 7 years,"Lift Available,Car Parking,Power Backup,24 X 7 Security,Vaastu Compliant,Club House,Gymnasium,Swimming Pool,Indoor Games,Jogging Track,Rain Water Harvesting,Multipurpose Room,Shopping Mall,School,Hospital,ATM,AC,Wardrobe,TV,Refrigerator,Sofa,Washing Machine,Microwave,Gas connection,BED","Children's play area,Sports Facility,Landscaped Gardens,Wifi,Dining Table","1,171 sq ft",,2,2 BHK Apartment ,4,Baner,Resale,Freehold,8200000,"₹ 7,002/ sq ft ","Ready to move,Furnished"
8032,2 - 3 years,"Lift Available,Power Backup,Vaastu Compliant,Maintenance Staff,Landscaped Gardens,AC,Wardrobe,TV,Sofa,Dining Table,Gas connection,BED","24 X 7 Security,Children's play area,Club House,Gymnasium,Swimming Pool,Sports Facility,Jogging Track,Refrigerator,Wifi",623 sq ft,,1,1 BHK Apartment ,4,Aundh,Resale,Freehold,4800000,"₹ 7,704/ sq ft ","Ready to move,Furnished"
8033,5 - 6 years,"Lift Available,Car Parking,Power Backup,24 X 7 Security,Children's play area,Jogging Track,Intercom,Rain Water Harvesting,Gas connection","Club House,Gymnasium,Swimming Pool,Sports Facility,Landscaped Gardens,AC,Wardrobe,TV,Refrigerator,Sofa,Wifi,Dining Table,BED",644 sq ft,,1,1 BHK Apartment ,5,Baner,Resale,Freehold,4500000,"₹ 6,987/ sq ft ","Ready to move,Unfurnished"
8036,1 - 2 years,"Lift Available,Car Parking,Power Backup,24 X 7 Security,Swimming Pool,Landscaped Gardens","Children's play area,Club House,Gymnasium,Sports Facility,Jogging Track","2,200 sq ft",4,3,3 BHK Villa ,2,Wagholi,Resale,Co-Operative Society,10000000,"₹ 4,545/ sq ft ","Ready to move,Unfurnished"
8038,0 - 1 year,"Lift Available,Car Parking,Power Backup,24 X 7 Security,Children's play area,Club House,Jogging Track,Maintenance Staff,Rain Water Harvesting,Multipurpose Room,Landscaped Gardens","Gymnasium,Swimming Pool,Sports Facility",438 sq ft,1,1,1 BHK Apartment ,"9, ",Shivapur,New,Freehold,1728000,"₹ 3,945/ sq ft ",Ready to move
8039,0 - 1 year,"Lift Available,Car Parking,Power Backup,24 X 7 Security,Children's play area,Vaastu Compliant,Club House,Gymnasium,Swimming Pool,Jogging Track,Rain Water Harvesting,Staff Quarter,Shopping Mall,School,Hospital,ATM","Sports Facility,Landscaped Gardens,AC,Wardrobe,TV,Refrigerator,Sofa,Wifi,Dining Table,Gas connection,BED",650 sq ft,,1,1 BHK Apartment ,"6, ",Mundhwa,New,Freehold,3975000,"₹ 6,115/ sq ft ",Ready to move
8048,7 years,"Lift Available,Car Parking,Power Backup,24 X 7 Security","Children's play area,Club House,Gymnasium,Swimming Pool,Sports Facility,Jogging Track,Landscaped Gardens",757 sq ft,,2,2 BHK Apartment ,"3, ",Wadgaon Sheri,Resale,Freehold,5000000,"₹ 6,605/ sq ft ","Ready to move,Unfurnished"
8050,7 years,"Lift Available,Car Parking,Power Backup,24 X 7 Security,Children's play area,Vaastu Compliant,Club House,Gymnasium,Swimming Pool,Indoor Games,Jogging Track,Maintenance Staff,Intercom,Rain Water Harvesting,Multipurpose Room,Landscaped Gardens,Wardrobe,Sofa,Dining Table,Gas connection,BED","Sports Facility,AC,TV,Refrigerator,Wifi","2,600 sq ft",4,5,4 BHK Apartment ,"4, ",Koregaon Park,Resale,Freehold,36000000,"₹ 13,846/ sq ft ","Ready to move,Furnished"
8053,10 years,"Lift Available,Car Parking,Power Backup,24 X 7 Security,Children's play area,Vaastu Compliant,Club House,Gymnasium,Swimming Pool,Sports Facility,Indoor Games,Jogging Track,Maintenance Staff,Intercom,Rain Water Harvesting,Staff Quarter,Multipurpose Room,Landscaped Gardens,Shopping Mall,School,Hospital,ATM,BED","AC,Wardrobe,TV,Refrigerator,Sofa,Wifi,Dining Table,Gas connection","4,200 sq ft",,4,4 BHK Apartment ,"7, ",Kalyani Nagar,Resale,Freehold,75400000,"₹ 17,952/ sq ft ","Ready to move,Unfurnished"
8054,10 years,"Lift Available,Car Parking,Power Backup,24 X 7 Security,Children's play area,Vaastu Compliant,Club House,Gymnasium,Swimming Pool,Jogging Track,Maintenance Staff,Staff Quarter,Landscaped Gardens,Shopping Mall,School,Hospital,ATM,BED","Sports Facility,AC,Wardrobe,TV,Refrigerator,Sofa,Wifi,Dining Table,Gas connection",600 sq ft,1,1,1 BHK Apartment ,"5, ",Kalyani Nagar,Resale,Freehold,5600000,"₹ 9,333/ sq ft ","Ready to move,Semi-Furnished"
8055,0 - 1 year,"Lift Available,Car Parking,Power Backup,24 X 7 Security,Children's play area,Vaastu Compliant,Club House,Gymnasium,Swimming Pool,Sports Facility,Indoor Games,Maintenance Staff,Intercom,Staff Quarter,Multipurpose Room,Landscaped Gardens,Gas connection","Jogging Track,AC,Wardrobe,TV,Refrigerator,Sofa,Wifi,Dining Table,BED","1,099 sq ft",2,3,3 BHK Apartment ,"10, ",Sus,Resale,Freehold,7300000,"₹ 6,642/ sq ft ","Ready to move,Semi-Furnished"
8057,5 - 6 years,"Lift Available,Car Parking,Power Backup,24 X 7 Security,Children's play area,Vaastu Compliant,Club House,Gymnasium,Swimming Pool,Sports Facility,Indoor Games,Jogging Track,Intercom,Rain Water Harvesting,Staff Quarter,Multipurpose Room,Landscaped Gardens,BED","AC,Wardrobe,TV,Refrigerator,Sofa,Wifi,Dining Table,Gas connection","3,700 sq ft",3,5,4 BHK Independent House ,2,Kharadi,Resale,Freehold,40000000,"₹ 10,810/ sq ft ","Ready to move,Semi-Furnished"
8058,5 - 6 years,"Lift Available,Car Parking,Power Backup,24 X 7 Security,Children's play area,Vaastu Compliant,Club House,Gymnasium,Swimming Pool,Sports Facility,Indoor Games,Jogging Track,Intercom,Rain Water Harvesting,Staff Quarter,Multipurpose Room,Landscaped Gardens,BED","AC,Wardrobe,TV,Refrigerator,Sofa,Wifi,Dining Table,Gas connection","2,285 sq ft",1,3,3 BHK Independent House ,7,Kharadi,Resale,Freehold,12000000,"₹ 5,251/ sq ft ","Ready to move,Unfurnished"
8059,10 - 11 years,"Lift Available,Car Parking,Power Backup,24 X 7 Security,Children's play area,Maintenance Staff,Landscaped Gardens,BED","Club House,Gymnasium,Swimming Pool,Sports Facility,Jogging Track,AC,Wardrobe,TV,Refrigerator,Sofa,Wifi,Dining Table,Gas connection","1,800 sq ft",2,4,4 BHK Independent House ,2,Koregaon Park,Resale,Freehold,37500000,"₹ 20,833/ sq ft ","Ready to move,Unfurnished"
8060,5 - 6 years,"Car Parking,Power Backup,24 X 7 Security,Children's play area,Vaastu Compliant,Gymnasium,Rain Water Harvesting,Landscaped Gardens,Shopping Mall,School,Hospital,ATM,Sofa,Dining Table","Lift Available,Club House,Swimming Pool,Sports Facility,Jogging Track,AC,Wardrobe,TV,Refrigerator,Wifi,Gas connection,BED",980 sq ft,2,2,2 BHK Apartment ,"2, ",Bund Garden,Resale,Freehold,9000000,"₹ 9,183/ sq ft ","Ready to move,Unfurnished"
8062,10 - 11 years,"Lift Available,Car Parking,Power Backup,24 X 7 Security,Children's play area,Vaastu Compliant,Club House,Gymnasium,Swimming Pool,Jogging Track,Maintenance Staff,Intercom,Cafeteria,Rain Water Harvesting,Staff Quarter,Landscaped Gardens,AC,TV,Sofa,Washing Machine,Dining Table,Gas connection","Sports Facility,Wardrobe,Refrigerator,Wifi,BED","1,980 sq ft",3,4,4 BHK Apartment ,"7, ",Wadgaon Sheri,Resale,Freehold,21000000,"₹ 10,606/ sq ft ","Ready to move,Furnished"
8065,7 - 8 years,"Car Parking,Power Backup,24 X 7 Security,Landscaped Gardens,Sofa,Dining Table,Gas connection","Lift Available,Children's play area,Club House,Gymnasium,Swimming Pool,Sports Facility,Jogging Track,AC,Wardrobe,TV,Refrigerator,Wifi,BED","2,500 sq ft",1,3,4 BHK Apartment ,"3, ",Wagholi,Resale,Freehold,9000000,"₹ 3,600/ sq ft ","Ready to move,Unfurnished"
8070,5 - 6 years,"Lift Available,Car Parking,Power Backup,24 X 7 Security,Children's play area,Vaastu Compliant,Club House,Gymnasium,Swimming Pool,Sports Facility,Jogging Track,Cafeteria,Rain Water Harvesting,Staff Quarter,Multipurpose Room,Landscaped Gardens,Shopping Mall,School,Hospital,ATM,BED","AC,Wardrobe,TV,Refrigerator,Sofa,Wifi,Dining Table,Gas connection","4,355 sq ft",3,5,4 BHK Apartment ,"10, ",Kharadi,Resale,Freehold,31000000,"₹ 7,118/ sq ft ","Ready to move,Semi-Furnished"
8075,5 - 6 years,"Lift Available,Car Parking,Power Backup,24 X 7 Security,Children's play area,Vaastu Compliant,Club House,Gymnasium,Swimming Pool,Sports Facility,Jogging Track,Intercom,Rain Water Harvesting,Staff Quarter,Multipurpose Room,Landscaped Gardens,Shopping Mall,School,Hospital,ATM,BED","AC,Wardrobe,TV,Refrigerator,Sofa,Wifi,Dining Table,Gas connection","2,750 sq ft",3,3,3 BHK Villa ,2,Wagholi,Resale,Freehold,9500000,"₹ 3,454/ sq ft ","Ready to move,Unfurnished"
8076,10 - 11 years,"Lift Available,Car Parking,Power Backup,24 X 7 Security,Children's play area,Vaastu Compliant,Club House,Gymnasium,Swimming Pool,Jogging Track,Maintenance Staff,Intercom,Cafeteria,Rain Water Harvesting,Staff Quarter,Landscaped Gardens,BED","Sports Facility,AC,Wardrobe,TV,Refrigerator,Sofa,Wifi,Dining Table,Gas connection","1,156 sq ft",2,2,2 BHK Apartment ,"6, ",Wadgaon Sheri,Resale,Freehold,9000000,"₹ 7,785/ sq ft ","Ready to move,Unfurnished"
8077,5 - 6 years,"Lift Available,Car Parking,Power Backup,24 X 7 Security,Children's play area,Vaastu Compliant,Club House,Gymnasium,Swimming Pool,Sports Facility,Indoor Games,Jogging Track,Intercom,Rain Water Harvesting,Staff Quarter,Multipurpose Room,Landscaped Gardens,BED","AC,Wardrobe,TV,Refrigerator,Sofa,Wifi,Dining Table,Gas connection","2,900 sq ft",2,4,3 BHK Villa ,11,Kharadi,Resale,Freehold,14000000,"₹ 4,827/ sq ft ","Ready to move,Unfurnished"
