age,amenitiesavailable,amenitiesnot,area,balconies,bathroom,bhk,floor,place,neworold,ownership,price,price_per_sq,status
10,"Lift Available,Car Parking,Power Backup,24 X 7 Security,Children's play area,Vaastu Compliant,Club House,Gymnasium,Swimming Pool,Sports Facility,Jogging Track,Cafeteria,Rain Water Harvesting,Staff Quarter,Multipurpose Room,Landscaped Gardens,Shopping Mall,School,Hospital,ATM,Wardrobe,Refrigerator,Sofa,Washing Machine,Dining Table,Gas connection,BED","AC,TV,Wifi",4863,2,4,4 BHK Apartment ,10,Kharadi,Resale,Freehold,36500000,7505,Semi-Furnished
10,"Lift Available,Car Parking,Power Backup,24 X 7 Security,Children's play area,Vaastu Compliant,Club House,Gymnasium,Swimming Pool,Jogging Track,Rain Water Harvesting,Staff Quarter,Shopping Mall,School,Hospital,ATM,Wardrobe,Refrigerator,Sofa,Washing Machine,Dining Table,Gas connection,BED","Sports Facility,Landscaped Gardens,AC,TV,Wifi",4095,1,5,5 BHK Apartment ,8,Kharadi,Resale,Freehold,36000000,8791,Semi-Furnished
10,"Lift Available,Car Parking,Power Backup,24 X 7 Security,Children's play area,Vaastu Compliant,Club House,Gymnasium,Swimming Pool,Jogging Track,Rain Water Harvesting,Staff Quarter,Shopping Mall,School,Hospital,ATM,Wardrobe,Refrigerator,Sofa,Washing Machine,Dining Table,Gas connection,BED","Sports Facility,Landscaped Gardens,AC,TV,Wifi",4080,3,5,4 BHK Apartment ,5,Kharadi,Resale,Freehold,37800000,9264,Semi-Furnished
10,"Lift Available,Car Parking,Power Backup,24 X 7 Security,Children's play area,Vaastu Compliant,Club House,Gymnasium,Swimming Pool,Sports Facility,Indoor Games,Jogging Track,Rain Water Harvesting,Staff Quarter,Multipurpose Room,Landscaped Gardens,Wardrobe,Refrigerator,Sofa,Washing Machine,Dining Table,Gas connection,BED","AC,TV,Wifi",6318,3,5,5 BHK Apartment ,27,Kharadi,Resale,Freehold,49000000,7755,Semi-Furnished
10,"Lift Available,Car Parking,Power Backup,24 X 7 Security,Children's play area,Vaastu Compliant,Club House,Gymnasium,Swimming Pool,Sports Facility,Indoor Games,Jogging Track,Rain Water Harvesting,Staff Quarter,Multipurpose Room,Landscaped Gardens,Wardrobe,Refrigerator,Sofa,Washing Machine,Dining Table,Gas connection,BED","AC,TV,Wifi",5260,3,6,5 BHK Apartment ,8,Kharadi,Resale,Freehold,49300000,9372,Semi-Furnished
10,"Lift Available,Car Parking,Power Backup,24 X 7 Security,Children's play area,Vaastu Compliant,Club House,Gymnasium,Swimming Pool,Sports Facility,Indoor Games,Jogging Track,Rain Water Harvesting,Staff Quarter,Multipurpose Room,Landscaped Gardens,Wardrobe,Refrigerator,Sofa,Washing Machine,Dining Table,Gas connection,BED","AC,TV,Wifi",8246,3,7,5 BHK Apartment ,7,Kharadi,Resale,Freehold,69100000,8379,Semi-Furnished
1,"Lift Available,Car Parking,Power Backup,24 X 7 Security,Vaastu Compliant,Club House,Gymnasium,Swimming Pool,Jogging Track,Rain Water Harvesting,Wardrobe,Refrigerator,Sofa,Washing Machine,Dining Table,Gas connection,BED","Children's play area,Sports Facility,Landscaped Gardens,AC,TV,Wifi",3900,1,5,4 BHK Apartment ,7,Koregaon Park,New,Freehold,68000000,17435,Ready to move
1,"Lift Available,Car Parking,Power Backup,24 X 7 Security,Vaastu Compliant,Club House,Gymnasium,Swimming Pool,Jogging Track,Rain Water Harvesting,Wardrobe,Refrigerator,Sofa,Washing Machine,Dining Table,Gas connection,BED","Children's play area,Sports Facility,Landscaped Gardens,AC,TV,Wifi",3920,2,5,4 BHK Apartment ,8,Koregaon Park,New,Freehold,69000000,17602,Ready to move
10,"Lift Available,Car Parking,Power Backup,24 X 7 Security,Swimming Pool","Children's play area,Club House,Gymnasium,Sports Facility,Jogging Track,Landscaped Gardens",4300,2,4,4 BHK Apartment ,0,Koregaon Park,Resale,Freehold,72500000,16860,Unfurnished
10,"Lift Available,Car Parking,Power Backup,24 X 7 Security,Children's play area,Club House,Gymnasium,Swimming Pool,Jogging Track,Maintenance Staff,Landscaped Gardens",Sports Facility,5641,3,4,4 BHK Apartment ,3,Koregaon Park,Resale,Freehold,75000000,13295,Unfurnished
10,"Lift Available,Car Parking,Power Backup,24 X 7 Security,Swimming Pool","Children's play area,Club House,Gymnasium,Sports Facility,Jogging Track,Landscaped Gardens",4000,3,4,5 BHK Apartment ,4,Koregaon Park,Resale,Freehold,80000000,20000,Unfurnished
10,"Lift Available,Car Parking,Power Backup,24 X 7 Security,Swimming Pool,Wardrobe,Refrigerator,Sofa,Washing Machine,Dining Table,Gas connection,BED","Children's play area,Club House,Gymnasium,Sports Facility,Jogging Track,Landscaped Gardens,AC,TV,Wifi",6130,3,5,5 BHK Apartment ,3,Kalyani Nagar,Resale,Freehold,85000000,13866,Semi-Furnished
10,"Lift Available,Car Parking,Power Backup,24 X 7 Security,Swimming Pool,Wardrobe,Refrigerator,Sofa,Washing Machine,Dining Table,Gas connection,BED","Children's play area,Club House,Gymnasium,Sports Facility,Jogging Track,Landscaped Gardens,AC,TV,Wifi",1765,1,3,3 BHK Apartment ,5,Kalyani Nagar,Resale,Freehold,19000000,10764,Furnished
10,"Lift Available,Car Parking,Power Backup,24 X 7 Security,Swimming Pool","Children's play area,Club House,Gymnasium,Sports Facility,Jogging Track,Landscaped Gardens",1970,3,4,3 BHK Apartment ,7,Kalyani Nagar,Resale,Freehold,20000000,10152,Unfurnished
10,"Lift Available,Car Parking,Power Backup,24 X 7 Security,Swimming Pool","Children's play area,Club House,Gymnasium,Sports Facility,Jogging Track,Landscaped Gardens",1500,1,3,3 BHK Apartment ,5,Kalyani Nagar,Resale,Freehold,21000000,14000,Unfurnished
10,"Lift Available,Car Parking,Power Backup,24 X 7 Security,Swimming Pool,Wardrobe,Refrigerator,Sofa,Washing Machine,Dining Table,Gas connection,BED","Children's play area,Club House,Gymnasium,Sports Facility,Jogging Track,Landscaped Gardens,AC,TV,Wifi",1968,3,2,3 BHK Apartment ,2,Kalyani Nagar,Resale,Freehold,23500000,11941,Furnished
10,"Lift Available,Car Parking,Power Backup,24 X 7 Security,Swimming Pool","Children's play area,Club House,Gymnasium,Sports Facility,Jogging Track,Landscaped Gardens",1850,2,3,3 BHK Apartment ,3,Kalyani Nagar,Resale,Freehold,25000000,13513,Unfurnished
10,"Lift Available,Car Parking,Power Backup,24 X 7 Security,Swimming Pool","Children's play area,Club House,Gymnasium,Sports Facility,Jogging Track,Landscaped Gardens",2509,1,3,3 BHK Apartment ,10,Kalyani Nagar,Resale,Freehold,28000000,11159,Unfurnished
10,"Lift Available,Car Parking,Power Backup,24 X 7 Security,Swimming Pool,Wardrobe,Refrigerator,Sofa,Washing Machine,Dining Table,Gas connection,BED","Children's play area,Club House,Gymnasium,Sports Facility,Jogging Track,Landscaped Gardens,AC,TV,Wifi",2322,1,3,3 BHK Villa ,0,Wagholi,Resale,Freehold,11000000,4737,Semi-Furnished
5,"Lift Available,Car Parking,Power Backup,24 X 7 Security,Vaastu Compliant,Club House,Gymnasium,Swimming Pool,Indoor Games,Jogging Track,Rain Water Harvesting,Staff Quarter,Multipurpose Room,Shopping Mall,School,Hospital,ATM,BED","Children's play area,Sports Facility,Landscaped Gardens,AC,Wardrobe,TV,Refrigerator,Sofa,Wifi,Dining Table,Gas connection",530,1,1,1 BHK Apartment ,7,Viman Nagar,Resale,Co-Operative Society,6000000,11320,Furnished
5,"Lift Available,Car Parking,Power Backup,24 X 7 Security,Children's play area,Vaastu Compliant,Club House,Gymnasium,Indoor Games,Jogging Track,Rain Water Harvesting,Landscaped Gardens,Shopping Mall,School,Hospital,BED","Swimming Pool,Sports Facility,AC,Wardrobe,TV,Refrigerator,Sofa,Wifi,Dining Table,Gas connection",740,1,2,2 BHK Apartment ,4,Wagholi,Resale,Freehold,3200000,4324,Semi-Furnished
10,"Lift Available,Car Parking,Power Backup,24 X 7 Security,Swimming Pool","Children's play area,Club House,Gymnasium,Sports Facility,Jogging Track,Landscaped Gardens",1550,1,3,3 BHK Apartment ,4,Koregaon Park,Resale,Freehold,25000000,16129,Unfurnished
10,"Lift Available,Car Parking,Power Backup,24 X 7 Security,Children's play area,Vaastu Compliant,Club House,Gymnasium,Swimming Pool,Jogging Track,Rain Water Harvesting,Staff Quarter,Landscaped Gardens,Shopping Mall,School,Hospital,ATM,Wardrobe,Refrigerator,Sofa,Washing Machine,Dining Table,Gas connection,BED","Sports Facility,AC,TV,Wifi",1800,1,3,3 BHK Apartment ,2,Koregaon Park,Resale,Freehold,27000000,15000,Semi-Furnished
10,"Lift Available,Car Parking,Power Backup,24 X 7 Security,Children's play area,Vaastu Compliant,Club House,Gymnasium,Swimming Pool,Jogging Track,Rain Water Harvesting,Staff Quarter,Landscaped Gardens,Shopping Mall,School,Hospital,ATM,Wardrobe,Refrigerator,Sofa,Washing Machine,Dining Table,Gas connection,BED","Sports Facility,AC,TV,Wifi",1800,1,3,3 BHK Apartment ,2,Koregaon Park,Resale,Freehold,27500000,15277,Semi-Furnished
6,"Lift Available,Car Parking,Power Backup,24 X 7 Security,Children's play area,Vaastu Compliant,Club House,Gymnasium,Swimming Pool,Jogging Track,Intercom,Rain Water Harvesting,Staff Quarter,Landscaped Gardens,Wardrobe,Refrigerator,Sofa,Washing Machine,Dining Table,Gas connection,BED","Sports Facility,AC,TV,Wifi",2650,3,4,4 BHK Apartment ,4,Koregaon Park,Resale,Freehold,29000000,10943,Semi-Furnished
6,"Lift Available,Car Parking,Power Backup,24 X 7 Security,Children's play area,Vaastu Compliant,Club House,Gymnasium,Swimming Pool,Jogging Track,Intercom,Rain Water Harvesting,Staff Quarter,Landscaped Gardens",Sports Facility,2345,2,4,3 BHK Apartment ,1,Koregaon Park,Resale,Freehold,29500000,12579,Unfurnished
10,"Lift Available,Car Parking,Power Backup,24 X 7 Security,Swimming Pool","Children's play area,Club House,Gymnasium,Sports Facility,Jogging Track,Landscaped Gardens",2380,1,3,3 BHK Apartment ,5,Koregaon Park,Resale,Freehold,40400000,16974,Unfurnished
10,"Lift Available,Car Parking,Power Backup,24 X 7 Security,Swimming Pool","Children's play area,Club House,Gymnasium,Sports Facility,Jogging Track,Landscaped Gardens",1215,1,2,2 BHK Apartment ,3,Koregaon Park,Resale,Freehold,14500000,11934,Unfurnished
8,"Lift Available,Car Parking,Power Backup,24 X 7 Security,Children's play area,Vaastu Compliant,Club House,Gymnasium,Swimming Pool,Jogging Track,Multipurpose Room,Landscaped Gardens",Sports Facility,1360,1,3,3 BHK Apartment ,4,Koregaon Park,Resale,Freehold,17000000,12500,Unfurnished
10,"Lift Available,Car Parking,Power Backup,24 X 7 Security,Swimming Pool","Children's play area,Club House,Gymnasium,Sports Facility,Jogging Track,Landscaped Gardens",1600,2,3,3 BHK Apartment ,1,Koregaon Park,Resale,Freehold,18000000,11250,Unfurnished
10,"Lift Available,Car Parking,Power Backup,24 X 7 Security,Swimming Pool,Wardrobe,Refrigerator,Sofa,Washing Machine,Dining Table,Gas connection,BED","Children's play area,Club House,Gymnasium,Sports Facility,Jogging Track,Landscaped Gardens,AC,TV,Wifi",1850,1,3,3 BHK Apartment ,6,Koregaon Park,Resale,Freehold,20000000,10810,Semi-Furnished
10,"Lift Available,Car Parking,Power Backup,24 X 7 Security,Children's play area,Vaastu Compliant,Club House,Gymnasium,Swimming Pool,Sports Facility,Indoor Games,Jogging Track,Intercom,Cafeteria,Rain Water Harvesting,Multipurpose Room,Landscaped Gardens,Shopping Mall,School,Hospital,ATM,Sofa,Washing Machine,Dining Table,Gas connection","AC,Wardrobe,TV,Refrigerator,Wifi,BED",1234,1,2,2 BHK Apartment ,9,Kharadi,Resale,Freehold,9200000,7455,Furnished
10,"Lift Available,Car Parking,Power Backup,24 X 7 Security,Vaastu Compliant,Club House,Gymnasium,Swimming Pool,Jogging Track,Intercom,Rain Water Harvesting","Children's play area,Sports Facility,Landscaped Gardens",3500,2,5,4 BHK Apartment ,10,Kharadi,Resale,Freehold,20000000,5714,Unfurnished
10,"Lift Available,Car Parking,Power Backup,24 X 7 Security,Children's play area,Vaastu Compliant,Club House,Gymnasium,Swimming Pool,Sports Facility,Jogging Track,Cafeteria,Rain Water Harvesting,Staff Quarter,Multipurpose Room,Landscaped Gardens,Shopping Mall,School,Hospital,ATM,Wardrobe,Refrigerator,Sofa,Washing Machine,Dining Table,Gas connection,BED","AC,TV,Wifi",3390,1,5,4 BHK Apartment ,12,Kharadi,Resale,Freehold,23000000,6784,Furnished
10,"Lift Available,Car Parking,Power Backup,24 X 7 Security,Children's play area,Vaastu Compliant,Club House,Gymnasium,Swimming Pool,Sports Facility,Jogging Track,Cafeteria,Rain Water Harvesting,Staff Quarter,Multipurpose Room,Landscaped Gardens,Shopping Mall,School,Hospital,ATM,Wardrobe,Refrigerator,Sofa,Washing Machine,Dining Table,Gas connection,BED","AC,TV,Wifi",4865,2,5,4 BHK Apartment ,9,Kharadi,Resale,Freehold,24000000,4933,Furnished
2,"Lift Available,Car Parking,Power Backup,24 X 7 Security,Children's play area,Vaastu Compliant,Club House,Gymnasium,Swimming Pool,Sports Facility,Indoor Games,Jogging Track,Maintenance Staff,Intercom,Rain Water Harvesting,Staff Quarter,Landscaped Gardens,Shopping Mall,School,Hospital,ATM,Wardrobe,Gas connection,BED","AC,TV,Refrigerator,Sofa,Wifi,Dining Table",1050,2,2,2 BHK Apartment ,3,Lohegaon,Resale,Freehold,5700000,5428,Semi-Furnished
9,"Lift Available,Car Parking,Power Backup,24 X 7 Security,Children's play area,Vaastu Compliant,Club House,Gymnasium,Swimming Pool,Jogging Track,Rain Water Harvesting,Staff Quarter,Landscaped Gardens,Shopping Mall,School,Hospital,ATM",Sports Facility,1690,2,3,3 BHK Apartment ,2,Kalyani Nagar,Resale,Freehold,17000000,10059,Unfurnished
6,"Lift Available,Car Parking,Power Backup,24 X 7 Security,Children's play area,Vaastu Compliant,Club House,Gymnasium,Swimming Pool,Jogging Track,Maintenance Staff,Intercom,Rain Water Harvesting,Staff Quarter,Multipurpose Room,Landscaped Gardens",Sports Facility,1150,2,2,2 BHK Apartment ,9,Rahatani,Resale,Freehold,8100000,7043,Unfurnished
14,"Lift Available,Car Parking,Power Backup,24 X 7 Security,Vaastu Compliant,Gymnasium,Swimming Pool,Jogging Track,Rain Water Harvesting,Staff Quarter,Landscaped Gardens,BED","Children's play area,Club House,Sports Facility,AC,Wardrobe,TV,Refrigerator,Sofa,Wifi,Dining Table,Gas connection",1470,1,3,3 BHK Apartment ,3,Kalyani Nagar,Resale,Freehold,19000000,12925,Furnished
10,"Lift Available,Car Parking,Power Backup,24 X 7 Security,Swimming Pool","Children's play area,Club House,Gymnasium,Sports Facility,Jogging Track,Landscaped Gardens",1855,1,3,3 BHK Apartment ,3,Wagholi,Resale,Freehold,14100000,7601,Unfurnished
8,"Lift Available,Car Parking,Power Backup,24 X 7 Security,Swimming Pool,Wardrobe,Refrigerator,Sofa,Washing Machine,Dining Table,Gas connection,BED","Children's play area,Club House,Gymnasium,Sports Facility,Jogging Track,Landscaped Gardens,AC,TV,Wifi",1600,3,3,3 BHK Apartment ,5,Wagholi,Resale,Freehold,16000000,10000,Semi-Furnished
10,"Lift Available,Car Parking,Power Backup,24 X 7 Security,Children's play area,Swimming Pool,Landscaped Gardens,Refrigerator,Sofa,Washing Machine,Dining Table,Gas connection","Club House,Gymnasium,Sports Facility,Jogging Track,AC,Wardrobe,TV,Wifi,BED",2300,2,2,3 BHK Villa ,0,Wagholi,Resale,Freehold,10000000,4347,Furnished
10,"Power Backup,24 X 7 Security,Maintenance Staff,Landscaped Gardens","Lift Available,Children's play area,Club House,Gymnasium,Swimming Pool,Sports Facility,Jogging Track",525,2,2,1 BHK Apartment ,3,Bund Garden,Resale,Freehold,6500000,12380,Unfurnished
0,"Lift Available,Car Parking,Power Backup,24 X 7 Security,Children's play area,Vaastu Compliant,Club House,Gymnasium,Swimming Pool,Sports Facility,Indoor Games,Jogging Track,Maintenance Staff,Intercom,Golf Course,Cafeteria,Rain Water Harvesting,Staff Quarter,Multipurpose Room,Landscaped Gardens,Shopping Mall,School,Wifi,Gas connection","AC,Wardrobe,TV,Refrigerator,Sofa,Dining Table,BED",685,2,2,1 BHK Apartment ,6,Bavdhan,New,Freehold,5000000,7299,Ready to move
4,"Lift Available,Car Parking,Power Backup,24 X 7 Security,Children's play area,Vaastu Compliant,Swimming Pool,Indoor Games,Jogging Track,Maintenance Staff,Intercom,Cafeteria,Rain Water Harvesting,Landscaped Gardens,Shopping Mall,School,Hospital,ATM,Wardrobe,TV,Gas connection,BED","Club House,Gymnasium,Sports Facility,AC,Refrigerator,Sofa,Wifi,Dining Table",1526,2,3,2 BHK Villa ,0,Wagholi,Resale,Freehold,7630000,5000,Semi-Furnished
1,"Lift Available,Car Parking,Power Backup,24 X 7 Security,Children's play area,Vaastu Compliant,Club House,Gymnasium,Swimming Pool,Indoor Games,Jogging Track,Maintenance Staff,Intercom,Golf Course,Rain Water Harvesting,Multipurpose Room,Landscaped Gardens,Gas connection","Sports Facility,AC,Wardrobe,TV,Refrigerator,Sofa,Wifi,Dining Table,BED",1100,2,2,2 BHK Apartment ,3,Bavdhan,Resale,Freehold,7100000,6454,Unfurnished
7,"Lift Available,Car Parking,Power Backup,24 X 7 Security,Shopping Mall,School,Hospital,ATM,AC,Wardrobe,TV,Refrigerator,Sofa,Washing Machine,Microwave,Dining Table,Gas connection,BED","Children's play area,Club House,Gymnasium,Swimming Pool,Sports Facility,Jogging Track,Landscaped Gardens,Wifi",1900,2,3,3 BHK Apartment ,1,Boat Club Road,Resale,Freehold,25500000,13421,Furnished
8,"Lift Available,Car Parking,Power Backup,24 X 7 Security,Shopping Mall,School,Hospital,ATM","Children's play area,Club House,Gymnasium,Swimming Pool,Sports Facility,Jogging Track,Landscaped Gardens",4000,2,4,4 BHK Apartment ,2,Boat Club Road,Resale,Freehold,55000000,13750,Unfurnished
3,"Lift Available,Car Parking,Power Backup,24 X 7 Security,Swimming Pool,Shopping Mall,School,Hospital,ATM,AC,Wardrobe,TV,BED","Children's play area,Club House,Gymnasium,Sports Facility,Jogging Track,Landscaped Gardens,Refrigerator,Sofa,Wifi,Dining Table,Gas connection",2730,3,3,3 BHK Apartment ,3,Viman Nagar,Resale,Freehold,18000000,6593,Furnished
8,"Lift Available,Car Parking,Power Backup,24 X 7 Security,Shopping Mall,School,Hospital,ATM","Children's play area,Club House,Gymnasium,Swimming Pool,Sports Facility,Jogging Track,Landscaped Gardens",1050,1,2,2 BHK Apartment ,5,Koregaon Park,Resale,Freehold,9500000,9047,Unfurnished
10,"Lift Available,Car Parking,Power Backup,24 X 7 Security,Shopping Mall,School,Hospital,ATM","Children's play area,Club House,Gymnasium,Swimming Pool,Sports Facility,Jogging Track,Landscaped Gardens",850,3,2,2 BHK Apartment ,3,Koregaon Park,Resale,Freehold,8200000,9647,Unfurnished
10,"Lift Available,Car Parking,Power Backup,24 X 7 Security,Children's play area,Club House,Gymnasium,Jogging Track,Maintenance Staff,Intercom,Landscaped Gardens","Swimming Pool,Sports Facility",1330,1,3,3 BHK Apartment ,4,Koregaon Park,Resale,Freehold,9000000,6766,Unfurnished
15,"Lift Available,Car Parking,Power Backup,24 X 7 Security,Vaastu Compliant,Club House,Gymnasium,Swimming Pool,Jogging Track,Maintenance Staff,Rain Water Harvesting,Staff Quarter,BED","Children's play area,Sports Facility,Landscaped Gardens,AC,Wardrobe,TV,Refrigerator,Sofa,Wifi,Dining Table,Gas connection",1850,3,4,4 BHK Apartment ,5,Koregaon Park,Resale,Freehold,19500000,10540,Furnished
10,"Lift Available,Car Parking,Power Backup,24 X 7 Security,Children's play area,Vaastu Compliant,Club House,Gymnasium,Swimming Pool,Jogging Track,Maintenance Staff,Rain Water Harvesting,Staff Quarter,Landscaped Gardens,Shopping Mall,School,Hospital,ATM,BED","Sports Facility,AC,Wardrobe,TV,Refrigerator,Sofa,Wifi,Dining Table,Gas connection",1690,2,3,3 BHK Apartment ,6,Viman Nagar,Resale,Freehold,22000000,13017,Semi-Furnished
5,"Lift Available,Car Parking,Power Backup,24 X 7 Security,Children's play area,Vaastu Compliant,Club House,Gymnasium,Swimming Pool,Jogging Track,Maintenance Staff,Rain Water Harvesting,Staff Quarter,Landscaped Gardens,Shopping Mall,School,Hospital,ATM,BED","Sports Facility,AC,Wardrobe,TV,Refrigerator,Sofa,Wifi,Dining Table,Gas connection",2265,2,3,3 BHK Apartment ,7,Viman Nagar,Resale,Freehold,27000000,11920,Furnished
